# Iteration newS newE bestS bestE rejectS rejectE
0 6.033098455126056 7.32003842475669 57.990795873413695 6.033098455126056 7.32003842475669 57.990795873413695
1 4.217208438039842 13.959892037523241 158.55950234371446 6.033098455126056 7.32003842475669 57.990795873413695 4.217208438039842 13.959892037523241 158.55950234371446
2 2.739789256685357 11.689507415587798 83.61449278267116 6.033098455126056 7.32003842475669 57.990795873413695 2.739789256685357 11.689507415587798 83.61449278267116
3 9.585851958305586 13.848874180842804 126.73961293149375 6.033098455126056 7.32003842475669 57.990795873413695
4 4.700374547630507 6.420266856955657 35.35689469675194 4.700374547630507 6.420266856955657 35.35689469675194
5 -0.6484610582116068 13.083160203980864 53.61439128733753 4.700374547630507 6.420266856955657 35.35689469675194
6 -3.3352699322819674 4.211111773750356 73.40976416159558 4.700374547630507 6.420266856955657 35.35689469675194
7 -4.317161493655258 2.0724621623478607 180.70777594298497 4.700374547630507 6.420266856955657 35.35689469675194
8 -2.2097835049872776 12.920432743652865 11.960923950045768 -2.2097835049872776 12.920432743652865 11.960923950045768
9 -0.0503670323866392 5.082682269646171 20.585554668390223 -2.2097835049872776 12.920432743652865 11.960923950045768
10 2.5810707284825027 6.992733158387269 19.84496964200345 -2.2097835049872776 12.920432743652865 11.960923950045768
11 -0.5230918850818957 14.466004572364328 76.04968329030702 -2.2097835049872776 12.920432743652865 11.960923950045768
12 -3.031144525103828 10.455891464460764 2.875200931712248 -3.031144525103828 10.455891464460764 2.875200931712248
13 3.4376017709292634 3.0038920730739993 1.7149969548851658 3.4376017709292634 3.0038920730739993 1.7149969548851658
14 -4.0272091651191335 13.572186635533113 4.793191173844804 3.4376017709292634 3.0038920730739993 1.7149969548851658
15 -0.9640471212136381 2.644123797909483 40.57790171395787 3.4376017709292634 3.0038920730739993 1.7149969548851658
16 2.3747438599775483 4.186399601183377 4.616664222999341 3.4376017709292634 3.0038920730739993 1.7149969548851658
17 3.1774988557972703 2.452836409845384 0.44637730419717414 3.1774988557972703 2.452836409845384 0.44637730419717414
18 5.500899785720673 5.500010646254923 35.6972708277628 3.1774988557972703 2.452836409845384 0.44637730419717414 5.500899785720673 5.500010646254923 35.6972708277628
19 3.5657230048568076 11.686810841118533 95.71412197054175 3.1774988557972703 2.452836409845384 0.44637730419717414
20 -4.1294710685181295 1.929882350654872 169.71607598992412 3.1774988557972703 2.452836409845384 0.44637730419717414 -4.1294710685181295 1.929882350654872 169.71607598992412
21 2.948412809930833 9.404736068963137 49.21682958347015 3.1774988557972703 2.452836409845384 0.44637730419717414
22 4.619456389400245 9.395056136954445 72.95594365030792 3.1774988557972703 2.452836409845384 0.44637730419717414 4.619456389400245 9.395056136954445 72.95594365030792
23 -0.831710711667299 10.484556988050066 25.902127242378988 3.1774988557972703 2.452836409845384 0.44637730419717414
24 -2.9436695396502586 2.054457527850828 95.646803773146 3.1774988557972703 2.452836409845384 0.44637730419717414 -2.9436695396502586 2.054457527850828 95.646803773146
25 -3.2239888150375715 11.573340927725429 1.2414611296484601 3.1774988557972703 2.452836409845384 0.44637730419717414
26 6.327137659559403 12.331756753347882 145.70816839636637 3.1774988557972703 2.452836409845384 0.44637730419717414 6.327137659559403 12.331756753347882 145.70816839636637
27 -3.9064577813844483 10.52390224765653 16.503267643712565 3.1774988557972703 2.452836409845384 0.44637730419717414 -3.9064577813844483 10.52390224765653 16.503267643712565
28 -3.3928150567446966 9.294943943914562 13.6014588817596 3.1774988557972703 2.452836409845384 0.44637730419717414
29 8.010080274163256 13.99862009425869 163.7189744198585 3.1774988557972703 2.452836409845384 0.44637730419717414 8.010080274163256 13.99862009425869 163.7189744198585
30 -1.697469935082854 9.282418354877054 8.830420950920397 3.1774988557972703 2.452836409845384 0.44637730419717414
31 0.4406051299682514 7.283601421755586 22.525738749376707 3.1774988557972703 2.452836409845384 0.44637730419717414
32 3.7856172768449325 6.8054374019531485 27.112807465850114 3.1774988557972703 2.452836409845384 0.44637730419717414 3.7856172768449325 6.8054374019531485 27.112807465850114
33 0.5918484408427718 4.6910193372293465 18.138869020664863 3.1774988557972703 2.452836409845384 0.44637730419717414
34 2.2176712748894434 2.501672181101311 4.57782428981924 3.1774988557972703 2.452836409845384 0.44637730419717414
35 2.919054884613667 4.906845985887816 6.646485540537579 3.1774988557972703 2.452836409845384 0.44637730419717414
36 0.7275175347734981 1.8442031648838586 26.57326751865286 3.1774988557972703 2.452836409845384 0.44637730419717414 0.7275175347734981 1.8442031648838586 26.57326751865286
37 4.1317469705042935 2.56510884290043 5.6080728688978265 3.1774988557972703 2.452836409845384 0.44637730419717414
38 7.212115569877496 2.6116587300051486 17.627285931581874 3.1774988557972703 2.452836409845384 0.44637730419717414 7.212115569877496 2.6116587300051486 17.627285931581874
39 8.86329587786747 4.8544094530799535 9.781185949597166 3.1774988557972703 2.452836409845384 0.44637730419717414
40 4.6405815371253265 5.055642921180516 22.702076632526257 3.1774988557972703 2.452836409845384 0.44637730419717414 4.6405815371253265 5.055642921180516 22.702076632526257
41 7.821694787985361 1.2392449132534185 10.356412016782084 3.1774988557972703 2.452836409845384 0.44637730419717414
42 4.186204797670916 7.131757750435954 35.76322859889335 3.1774988557972703 2.452836409845384 0.44637730419717414 4.186204797670916 7.131757750435954 35.76322859889335
43 4.937403532830974 2.4037568580567665 13.380362278008642 3.1774988557972703 2.452836409845384 0.44637730419717414
44 2.8663024973830633 8.538113805993886 37.22456694037638 3.1774988557972703 2.452836409845384 0.44637730419717414
45 -1.4855534660030028 1.9897542972424924 55.16873551342302 3.1774988557972703 2.452836409845384 0.44637730419717414
46 6.710291543191756 7.887524178163741 64.30694102753087 3.1774988557972703 2.452836409845384 0.44637730419717414
47 -1.4237058626726573 6.247688068691447 16.60596184384774 3.1774988557972703 2.452836409845384 0.44637730419717414
48 2.6973951308586273 12.36595521727113 95.78972925885124 3.1774988557972703 2.452836409845384 0.44637730419717414 2.6973951308586273 12.36595521727113 95.78972925885124
49 2.197225074276674 6.971869031880172 19.156155057572118 3.1774988557972703 2.452836409845384 0.44637730419717414
50 3.771125246539697 6.803903374108728 26.92609712654336 3.1774988557972703 2.452836409845384 0.44637730419717414
51 3.1327399231576383 10.292089565890716 64.56117609017937 3.1774988557972703 2.452836409845384 0.44637730419717414
52 -1.628069699119168 7.342029778985891 11.983359576908356 3.1774988557972703 2.452836409845384 0.44637730419717414
53 0.23571938832752748 7.38250401471281 22.400779568262642 3.1774988557972703 2.452836409845384 0.44637730419717414
54 2.332736711226394 10.035886015751943 53.0115128300461 3.1774988557972703 2.452836409845384 0.44637730419717414
55 5.742833301438049 3.9096678993630967 26.013426480089947 3.1774988557972703 2.452836409845384 0.44637730419717414
56 3.361998113149922 10.15869834546217 65.42153207292866 3.1774988557972703 2.452836409845384 0.44637730419717414
57 -1.2991583512729372 13.208573956989671 36.81089068133485 3.1774988557972703 2.452836409845384 0.44637730419717414
58 2.22879955853923 6.005226465231553 12.600354216992852 3.1774988557972703 2.452836409845384 0.44637730419717414
59 -0.12711382622842615 7.1859076618865965 20.488008466790426 3.1774988557972703 2.452836409845384 0.44637730419717414
60 0.7384435928228825 6.457774062847492 19.5426435685813 3.1774988557972703 2.452836409845384 0.44637730419717414
61 -2.5505057432920064 3.3665269886234475 58.77438708962521 3.1774988557972703 2.452836409845384 0.44637730419717414 -2.5505057432920064 3.3665269886234475 58.77438708962521
62 3.09465496734334 8.484886069665977 38.5143507316897 3.1774988557972703 2.452836409845384 0.44637730419717414 3.09465496734334 8.484886069665977 38.5143507316897
63 -3.17219043644503 11.319878410301868 1.4607626305759016 3.1774988557972703 2.452836409845384 0.44637730419717414
64 -1.7286923885274923 5.088417810328093 24.884019849756175 3.1774988557972703 2.452836409845384 0.44637730419717414 -1.7286923885274923 5.088417810328093 24.884019849756175
65 0.4271607595264779 9.939243792536423 39.85812022562337 3.1774988557972703 2.452836409845384 0.44637730419717414
66 1.92709399457246 10.422125943209291 55.782965427325365 3.1774988557972703 2.452836409845384 0.44637730419717414
67 6.011558547774021 13.05359284535815 162.1172774562288 3.1774988557972703 2.452836409845384 0.44637730419717414 6.011558547774021 13.05359284535815 162.1172774562288
68 -2.110003214067175 9.213918273809579 5.587278490810221 3.1774988557972703 2.452836409845384 0.44637730419717414
69 0.12116663020272522 9.34531033891067 32.036822283308005 3.1774988557972703 2.452836409845384 0.44637730419717414
70 0.610683052990387 6.304589931706209 19.37542472633436 3.1774988557972703 2.452836409845384 0.44637730419717414
71 -2.713991935359925 5.321699046391986 36.65653304884679 3.1774988557972703 2.452836409845384 0.44637730419717414
72 -4.285614657376577 10.599721963393822 27.1275238792218 3.1774988557972703 2.452836409845384 0.44637730419717414
73 5.563616970428332 5.5823325453507735 36.92058993840347 3.1774988557972703 2.452836409845384 0.44637730419717414 5.563616970428332 5.5823325453507735 36.92058993840347
74 -3.6239473696760363 6.71360883101045 47.064876765666334 3.1774988557972703 2.452836409845384 0.44637730419717414
75 -0.9842362430346951 5.119112749871551 21.932476474934948 3.1774988557972703 2.452836409845384 0.44637730419717414
76 5.4918548533241935 9.381453391557717 84.41222465776913 3.1774988557972703 2.452836409845384 0.44637730419717414 5.4918548533241935 9.381453391557717 84.41222465776913
77 1.3021110741702002 7.752523395279959 25.551286230095936 3.1774988557972703 2.452836409845384 0.44637730419717414
78 2.5506134524537103 8.096940630809314 30.285683331320918 3.1774988557972703 2.452836409845384 0.44637730419717414
79 -1.2284793039355768 10.616461774186408 19.305861137826312 3.1774988557972703 2.452836409845384 0.44637730419717414
80 -0.8125660947885309 9.371236012826692 20.573631011611667 3.1774988557972703 2.452836409845384 0.44637730419717414
81 -1.6465041283575408 8.711465795147461 9.340946338430038 3.1774988557972703 2.452836409845384 0.44637730419717414
82 2.2288193381750485 10.422022547326726 57.82088446743162 3.1774988557972703 2.452836409845384 0.44637730419717414
83 0.9709536813186759 5.371845587586588 16.05313895861434 3.1774988557972703 2.452836409845384 0.44637730419717414
84 -0.88702422994834 2.6867156916678416 39.362616446726314 3.1774988557972703 2.452836409845384 0.44637730419717414
85 1.9737771667431534 2.4498222270700096 7.066323784038994 3.1774988557972703 2.452836409845384 0.44637730419717414
86 0.5442145676819157 9.937181502718698 40.92078389680197 3.1774988557972703 2.452836409845384 0.44637730419717414 0.5442145676819157 9.937181502718698 40.92078389680197
87 5.8152889343017815 6.577120826514133 48.42244045484711 3.1774988557972703 2.452836409845384 0.44637730419717414
88 1.0877071041692195 10.568125118693366 52.23889405312993 3.1774988557972703 2.452836409845384 0.44637730419717414
89 0.5281779571167287 12.730547622315473 75.0717870010196 3.1774988557972703 2.452836409845384 0.44637730419717414
90 4.0328216129016035 11.373899167243628 97.88722007811704 3.1774988557972703 2.452836409845384 0.44637730419717414
91 5.595482425056964 7.044949037622098 52.297416785174605 3.1774988557972703 2.452836409845384 0.44637730419717414
92 4.679537537938853 4.4005295816738474 18.80110759526707 3.1774988557972703 2.452836409845384 0.44637730419717414
93 1.5906844365191903 5.778070277569685 13.740741213323677 3.1774988557972703 2.452836409845384 0.44637730419717414
94 0.5523594773335971 6.699064108413602 20.541945446403403 3.1774988557972703 2.452836409845384 0.44637730419717414
95 -2.808842794477764 5.9284984278223 31.850724974100345 3.1774988557972703 2.452836409845384 0.44637730419717414 -2.808842794477764 5.9284984278223 31.850724974100345
